user_id,sex,job.title,organization,annual.salary,age,question,question_keywords,topic_keywords,X,Y,Z
5526,Female,"Budget Manager, Sr",JDA Municipal Court Operations,70958.99,48,"Что обусловило дифференциацию единой географии на ряд специализированных (отраслевых) научных дисциплин, образующих систему географических наук? Как по-другому можно назвать общественные географические науки? Какие науки выделяются в единой географии? Что является объектом изучения географии?","обусловило, дифференциацию, единой",году,0,512,504
5527,Female,Communications Dispatcher (D),APD Atlanta Police Department,40472.42,43,В каком году официально сословие мещан было оформлено в Жалованной грамоте городам Екатерины II ? Ниже какого сословия по положению стояло Мещанское сословие? Откуда берёт начало мещанство?,"году, сословие, мещан",не определены,379,958,491
5528,Male,Traffic Service Technician,DPW Department of Public Works,28035.05,45,"Что выполняет игрок команды против которого было проведено нарушение в хоккее с шайбой? Кто защищает ворота при выполнении буллита? Кто выполняет буллит в случае травмы игрока? По какому знаку игрок, выполняющий буллит ведет, не останавливаясь, шайбу от центральной точки к воротам соперника и пытается поразить их?","выполняет, игрок, команды","шекспира, году",544,297,263
5529,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39327.6,28,Что означает цеховой принцип? Какие бывают пункты дислокации войск? Что такое крупные объекты с государственной формой собственности? По какому принципу могут разделять крупные производственные объекты с многопрофильным производством и сложным производственным циклом?,"означает, цеховой, принцип",не определены,385,934,807
5530,Male,Recreation Operations Assistant,"PRC Parks, Recreation, & Cultural Affairs",27641.74,44,"Сколько светских лордов насчитывалось в палате лордов до реформы 1999 года? До какого количества пэров сократила реформа 1999 года в палате лордов? В каком году была реформа в палате лордов, отменившая наследственность передачи титула пэра? Сколько человек оставляли за собой право наследственности титула пэра после реформы 1999 года? Сколько пэров нужно было избирать политическими партиями после реформы 1999 года?","светских, лордов, насчитывалось",году,994,260,827
5531,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39919.57,34,Что обозначается современным греческим слова ἁνοιξις (anoixis)? Что означает латинского слова apricus? Что означает латинский глагол aperire (или aperio)? На кого ссылается Макробий в Сатурналиях ? От какого латинского глагола происходит название апреля?,"обозначается, современным, греческим",году,422,668,735
5532,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,44259.49,50,"В каком секторе занята значительная часть населения Северной Африки? Какие урожаи собирают в долине Нила? Какая главная сельскохозяйственная культура в оазисах Сахары? В каких районах Северной Африки выращивают ячмень, цитрусовые и оливки? Какие культуры прежде всего выращиваются к югу от Сахары, в зоне сахеля, засухоустойчивые культуры, не нуждающиеся в большом количестве воды?","секторе, занята, значительная","юпитера, южный, буг",181,388,555
5533,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,54406.14,46,Назовите учителей христианства из Каппадокии. С какого времени Каппадокия стала одним из центров распостранения христианства? Какое верование было в Каппадокия до христианства?,"назовите, учителей, христианства",не определены,756,829,210
5534,Female,Construction/Maintenance Worker II (D),DWM Department of Watershed Management,41197.25,50,Какая миссия у комиссии ISHS? Что является главной целью комиссии ISHS? Кто отвечает за назначение всех международных регистрирующих органов и осуществляет контроль за их работой? Сколько лет система ICRA находиться в эксплуатации? Как действует комиссия ISHS?,"миссия, комиссии, является",не определены,843,120,113
5535,Male,"Pollution Control Monitor, Sr",DWM Department of Watershed Management,46890.8,38,Какой тип бросков делится на броски через спину (бедро) и броски через грудь (прогибом)? Какой тип бросков предполагает броски через голову? Какие типы бросков выхватом существуют? Что включает в себя техника борьбы в стойке?,"тип, бросков, делится",не определены,900,369,235
5536,Male,"Storekeeper, Sr (D)",APD Atlanta Police Department,30534.45,42,Когда был создан дочерний банк КБ Моснарбанк ? Когда ВТБ выкупает у Банка России Moscow Narodny Bank Limited? Где было открыто представительство банка в 1999 году? Когда было открыто представительство банка в Пекине?,"создан, дочерний, банк","bank, году, банк",936,203,338
5537,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,33,По мнению Дарвина что является движущей силой эволюции? В каком году понятие эволюции было введено в научный лексикон? Что общего имеют все известные формы жизни на Земле? Посредством чего изменяется и развивается жизнь? Кем было введено понятие эволюции в научный лексикон?,"мнению, является, движущей",году,988,794,640
5538,Male,Watershed Director I,DWM Department of Watershed Management,99362.05,51,Когда была продана картина ван Гога Пшеничное поле с кипарисами ? За сколько была продана картина ван Гога Пшеничное поле с кипарисами ? За сколько была продана картина Ван Гога Автопортрет с отрезанным ухом и трубкой ? Когда была продана картина ван Гога Автопортрет с отрезанным ухом и трубкой ? За сколько была продана картина ван Гога Портрет доктора Гаше ?,"продана, картина, пшеничное",году,957,966,567
5539,Male,Construction Project Manager,DWM Department of Watershed Management,72336.01,70,"Какие компании. занимающиеся регистрацией предприятий, зачастую предоставляют сопутствующие услуги в качестве ведения бухгалтерского учета? Объектами какого учёта становятся вновь открытые организации? Какие услуги могут предоставить консультанты для вновь открытых компаний без активной деятельности? Услуги по ведению какого учёта предлагают вновь открытым компаниям юридические организации? Какую обязанность приобретают ИП, ООО и ЗАО сразу после открытия?","компании, занимающиеся, регистрацией","объектами, является, являются",104,361,393
5540,Female,Administrative Assistant,APD Atlanta Police Department,38545.24,52,"В каком полушарии течения носят постоянный характер, без сезонных колебаний? Где Южное Пассатное течение разветвляется? Какими ресурсами, поступающих вдоль северного берега Австралии, усиливается Южное Пассатное течение? Какое течение пересекает океан с востока на запад к Мадагаскару? Где действуют местные круговороты?","полушарии, течения, носят","юпитера, южный, буг",884,661,162
5541,Female,Recreation Assistant PT,"PRC Parks, Recreation, & Cultural Affairs",24600.01,50,"Какая скульптура расположена на обновленной площади Шеффилда? Какая общественная работа была проведена в 1998 году благодаря проекту Сердце города ? Благодаря каким проектам Шеффилд быстр меняется? В каком году открылась Галерея тысячелетия в Шеффилде? Какая компания спроектировала скульптуру The Cutting Edge, расположенную в Шеффилде?","скульптура, расположена, обновленной","шекспира, году",79,611,387
5542,Female,Court Support Specialist I (D),JDA Municipal Court Operations,30848.5,28,"Какую роль играло ремесло в государствах эпохи феодализма ? Чем постепенно заменялась домашняя промышленность в средневековье? В каком виде изделия покидали пределы крестьянского хозяйства ? В каком виде изделия покидали пределы крестьянского хозяйства? Составной частью чего являлось патриархальное земледелие? Каким было значение ремесла в эпоху феодализма? Чем постепенно заменялась домашняя промышленность ? Что традиционно для средневекового хозяйственного режима? Для какого хозяйственного режима традиционно соединение крестьянских домашних промыслов с патриархальным (натуральным) земледелием, являющееся составной частью докапиталистического способа производства, в том числе и феодального ?","роль, играло, ремесло",году,606,988,328
5543,Female,Court Clerk (D),JDA Municipal Court Operations,28865.17,52,"Какой отчет отражает динамику управления внешними вызовами? По мнению кого управление внешними вызовами- умение заглянуть за угол и предвидеть, как разные аудитории будут реагировать на различные события? Из какого учреждения Ринат Резванов? Что такое умение заглянуть за угол и предвидеть, как разные аудитории будут реагировать на различные события, сообщения и каналы?","отчет, отражает, динамику",году,151,772,937
5544,Female,Firefighter (E),AFR Atlanta Fire & Recuse,32132.8,27,Как называют молекулярные силы притяжения? В зависимости от расстояния между чем силы межмолекулярного взаимодействия могут быть силами притяжения или силами отталкивания? Какие силы в зависимости от расстояния между молекулами могут быть силами притяжения или силами отталкивания? Когда силы Ван-дер-Ваальса правильно передают характер взаимодействия между молекулами? На каких расстояниях проявляются силы межмолекулярного взаимодействия?,"называют, молекулярные, силы",году,416,613,828
5545,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,67527.51,55,"Чему норма процента ставит предел? Кто в своих работах ] проводит разграничение между нормой процента и предельной эффективностью капитала? К чему приводит владение деньгами для их держателя? Что , по мнению Гезелля приносит доход только по тому, таков порядок установленый ими? Что является чисто денежным феноменом?","норма, процента, ставит",не определены,427,977,317
5546,Male,Code Enforcement Officer,SOL Solicitor Office,59512.52,47,"Чего нет в буддизме, в отличии от других мировых религий? Кто произнес следующие слова: Пусть никто из вас двоих не пойдет по одному и тому же пути ? В каком религиозно-философском учении отсутствует всеобщая и обязательная догматика? Как должно рассматриваться учение Будды?","буддизме, отличии, других",году,592,738,224
5547,Male,"Water Distribution Operator, Sr",DWM Department of Watershed Management,28514.91,26,Какие отношения были между Дали и Галой? Чем занимался Дали когда не было работы? Чем болел Дали в последние годы? Какой характер был у Галы?,"отношения, занимался, работы",не определены,554,896,292
5548,Female,"Data/Reporting Analyst, Sr",DWM Department of Watershed Management,53465.78,52,Кто в 2011 году получил лицензию на разработку урановых месторождений Тулук-2 и Тулук-4 в регионе Агадес? Какова стоимость контракта? Что представляет собой Гидроэнергетический комплекс Кандаджи? Где Россия имеет экономические интересы? Кто в 2011 году приступил к строительству плотины на реке Нигер в Кандаджи?,"2011, году, получил",году,888,786,580
5549,Male,Installation Chief,DPW Department of Public Works,60525.5,61,"С какого периода в Европе доминировала немецко-австрийская школа дирижирования? Какое название у немецко-австрийской школы дирижирования, представленной Хансом Рихтером, Феликсом Мотлем, Густавом Малером, Артуром Никишем, Феликсом Вейнгартнером? Где доминировала немецко-австрийская школа дирижирования? В каком репертуаре доминировала немецко-австрийская школа дирижирования? Какое имя у нидерландского дирижёра немецкой школы?","периода, доминировала, немецко","шекспира, году",534,696,814
5550,Male,"Legislative Recorder, Assistant",CCN City Council,45069.73,53,Что образуеться в клетке после удлинения? Что делает септа при делении клетки Какая отличительная черта в делении клетки На какое количество делятся прокариоти́ческие клетки? Что происходит на завершаюшем этапе с дочерними клетками? Как клетки деляться на двое Как называются перегородки между дочерними клетками Как по другому называется делние клетки с образованием двух одинаковых по размеру дочерних клеток? Какие клетки делятся надвое Что являеться отличительной чертой процесса деления прокариотических клеток?,"образуеться, клетке, удлинения",году,835,739,352
5551,Female,"Office Support Assistant, Sr (D)",DPW Department of Public Works,27684.58,37,"Самых известный представитель фамилии Байрон? Какое прозвище дали матросы адмиралу Джону Байрону за его невезучесть? Какому дому Байроны проявили преданность во время английской революции? В чьё царствование род Байронов пресёкся? В какое звание Карл I возвёл представителя рода Байронов за преданность? Чем прославился один из самых известных представителей этой фамилии, адмирал Джон Байрон? Кто возвёл представителя этого рода в звание пэра с титулом барона Рочдель? К кому перешла фамилия Байрон после того, как род Байронов пресекся во время царствования Елизаветы? Во время какой революции Байроны отличились непоколебимой преданностью дому Стюартов?","самых, известный, представитель",не определены,484,980,420
5552,Female,"Code Enforcement Officer, Sr",APD Atlanta Police Department,45160.79,42,От чего в течение этих восьмидесяти лет искусство ещё не вполне отрешается? Какое время охватывает собой в Италии период так называемого Раннего Возрождения ? Какие элементы пробует примешивать искусство в течение этих восьмидесяти лет к преданиям недавнего прошлого ? Заимствованные откуда элементы пробует примешивать искусство в течение этих восьмидесяти лет к преданиям недавнего прошлого ?,"течение, лет, искусство",году,379,50,185
5553,Female,Facilities Maintenance Crew Supervisor,"PRC Parks, Recreation, & Cultural Affairs",51420.25,55,Что делает соискатель гранта? Как отчитывается грантополучатель о своих расходах? Основное условие получение финансирования?,"делает, соискатель, гранта",не определены,561,190,184
5554,Male,Environmental Service Worker I (D),DPW Department of Public Works,24600.01,57,В каком году Ж. Алфёров и Г. Кремер разработали теорию полупроводниковых гетероструктур? Какие еще лазеры были разработаны в течение следующих пяти лет? Какая премия получена Ж. Алфёровым и Г. Кремером в 2000 году? Когда был создан лазер на неодимовом стекле?,"году, разработали, теорию",не определены,995,406,183
5555,Female,Field Engineer,DPW Department of Public Works,44067.82,41,Как называется один из наиболее важных современных подстилей хауса? Каков музыкальный размер ритм-бита стиля хаус? Какие музыкальные стили можно отнести к ранней эре пост-диско конца 1970-х годов? Какой стиль электронной музыки был создан танцевальными диск-жокеями в начале 1980-х годов в Чикаго?,"называется, важных, современных",году,617,17,760
5556,Female,Corrections Accreditation Officer,COR Department of Corrections,50961.3,55,Как называется город о котором идет речь в тексте статьи? Какая современная сфера бизнеса играет важнейшую роль в экономке города Зальцбург? Штаб-квартира какого крупнейшего в Европе производителя манипуляторов находится в центре федеральной земли Зальцбурга?,"называется, город, идет",не определены,536,901,642
5557,Female,Recreation Specialist,"PRC Parks, Recreation, & Cultural Affairs",39330.02,29,Какой специфический подход у Холмса к познанию мира? Глубочайшими познаниями в каких областях обладал Шерлок Холмс? В каких областях науки ключевыми моментами метода Шерлока Холмса являются наблюдательность и экспертные знания?,"специфический, подход, познанию","шекспира, году",419,601,772
5558,Female,"Traffic Service Technician, Sr",DPW Department of Public Works,32499.01,44,Категория каких профессионалов не воспринимало научные методы вплоть до 1990-х? Чем характеризуется последующий этап развития научного подхода к риску в рыночной экономике? Когда были наиболее популярны производные финансовые инструменты? До какого времени основным количеством профессионалов не воспринимались научные методы в рыночной экономике? Что способствовало учесть разнообразные данные и предъявить результаты исследований в упрощенной форме большому контингенту не профессионалов?,"категория, профессионалов, воспринимало",году,437,831,149
5559,Female,Communications Dispatcher (D),APD Atlanta Police Department,38329.1,48,"В каком году началась добыча морских губок с целью экспорта в районе Карибского моря? Сбор каких губок приобрел коммерческое значение? В каком районе побережья Флориды была начата добыча морских губок? Где, помимо Греции, промысел по добыче губок стал частью культурного наследия народов? Какой вид губок часто включают в состав вида S. officinalis?","году, началась, добыча",не определены,820,119,867
5560,Male,Construction/Maintenance Worker (D),DWM Department of Watershed Management,35780.61,53,Где память флогистика Шталя особенно чтилась? Объяснение чего было решительным ударом для теории флогистона? На что Лавуазье не тратил времени? Над чем смеётся Макер?,"память, флогистика, чтилась",не определены,444,585,347
5561,Male,"Graphic Arts Specialist, Sr","PRC Parks, Recreation, & Cultural Affairs",57000.01,47,"Почему перспективно использование алмаза в сильноточной и высоковольтной электронике? Где перспективно использование алмаза, как активного элемента микроэлектроники? Почему алмазные светодиоды работают в ультрафиолетовой области спектра? Чем отличаются изделия микроэлектроники на алмазных подложках? На чем перспективно развивается микроэлектроника?","использование, алмаза, сильноточной",году,733,83,356
5562,Female,"Police Officer, Sr (E) (F) (O) (B) (S)",APD Atlanta Police Department,39105.39,36,Как в английском языке называются семплеры? С какого периода исполнители значительно уменьшили выпуск своих семплеров? В каком количестве пластинок вышел семплер к альбому Magical Mystery Tour The Beatles? Какого годы выпуска Magical Mystery Tour The Beatles?,"английском, языке, называются","группы, альбом, beatles",962,369,574
5563,Male,Pollution Control Monitor Supervisor,DWM Department of Watershed Management,61911.68,56,"Кто являлся сотрудниками Современника  Где приходилось издавать юмористические импровизации чернокнижников , выходивших порой за рамки цензуры? Принесло ли успех редакторство А. В. Дружинина журналу Библиотека для чтения ? Кем был организован кружок чернокнижников ? В в деятельности какого литературного фонда принимал участие Тургенев?","являлся, сотрудниками, приходилось","юпитера, южный, буг",143,512,881
5564,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42128.72,30,Что не переносил на дух Лев Толстой? Как далеко находился Каралык от Самары? Как долго Лев Толстой прожил в башкирской кибитке? Как назывался хутор в который направили Толстого для лечения депрессии?,"переносил, дух, находился",году,14,747,23
5565,Male,"Facilities Maintenance Supervisor, Sr",DWM Department of Watershed Management,69580.03,67,Что такое теория ограничений? Когда была разработана теория ограничений? Что лежит в основе теории ограничений? Кем была разработана теория ограничений? Что предопределяет нахождение и управление ключевым ограничением системы в теории ограничений?,"теория, ограничений, разработана",не определены,631,773,312
5566,Female,"City Council Assistant, Sr",CCN City Council,83333.04,60,Кем был заложен дендрологический парк? Что находилось в дендрологическом парке в позднесоветское время? Что находится в с. Весёлые Боковеньки (Зелёный Гай) на Кировоградщине?,"заложен, дендрологический, парк",не определены,372,165,883
5567,Male,Firefighter (E),AFR Atlanta Fire & Recuse,32132.8,23,Как еще называют это движение? Что объясняется случайным характером передачи импульсов от молекул газа частице с разных сторон? В связи с чем возрастает скорость хаотического движения молекул? В каком году Р. Браун впервые наблюдал это явление?,"называют, движение, объясняется",не определены,591,182,722
5568,Male,"Facilities Maintenance Mechanic, Sr (D)",DOA Department of Aviation,43637.69,55,"Из чего может возникнуть родовая община по словам Ф. Тённис? Что менялось в процессе исторического развития общества? Какие отношения оказываются наиболее общими и самыми естественными узами, связывающими людей? Как называется первая форма существования человеческого рода как общности людей?","возникнуть, родовая, община",году,614,839,106
5569,Male,Traffic Signal Technician (D),DPW Department of Public Works,35355.65,66,"Когда он, вновь укрепив Эресбург и Сигибург, построил новую крепость Карлсбург и оставил в пограничной зоне священников для обращения язычников-саксов в христианскую веру? Где Карл оставил сильные гарнизоны? В каком году Карл построил новую крепость? Когда саксы опять были разбиты? Что такое марка? В каком году Карл Великий углубился на территорию саксов? Чего достиг Карл? Когда во главе большой армии Карл углубился на территорию саксов больше обычного? До какой реки дошел Карл?","укрепив, построил, новую",году,433,1,79
5570,Female,ATL311 Call Center Representative I,EXE Executive Offices,34323.0,28,"В виде чего в бюджет города Байконура филиал ФГУП ЦЭНКИ — Космический центр „Южный“ в 2012 году перечислил более миллиарда рублей? в каком году было продлено реконструкцию аэропорта Крайний ? Какая станция была введена в эксплуатацию в аэропорту Крайний в 2012 году? Реконструкция какого аэропорта была продолжена в 2012 году? в каком году были перечислены деньги в бюджет города? Сколько было направлено на объекты космодрома Байконур в 2012 году из средств ФГУП Центр эксплуатации объектов наземной космической инфраструктуры ? название текста? Какая станция была введена в эксплуатацию на площадке 91 космодрома? Сколько средств отправил Роскосмос в 2012 году на содержание инфраструктуры и реконструкцию объектов Байконура? на что бы потрачено более 1 миллиарда рублей? из каких средств было вложено 2,5 миллиарда рублей? Сколько было вложено средств в объекты космодрома Байконур в 2012 году? Какую сумму Роскосмос направил в Байконур на содержание инфраструктуры и реконструкцию объектов в 2012 году?","виде, бюджет, города","юпитера, южный, буг",455,943,346
5571,Male,Solid Waste Operator II (D),DPW Department of Public Works,40472.42,63,Для чего разрабатывался ракетно-космический комплекс Союз ? Связка из каких разгонных блоков и космического корабля должна была отправиться к Луне по программе А ? В каком году вышло постановление ЦК КПСС и Совета министров СССР о разработке ракетно-космического комплекса Союз ?,"разрабатывался, ракетно, космический",году,773,532,553
5572,Female,Business Manager I,COR Department of Corrections,53560.83,38,В каком статусе Монблан находился до французской революции? Когда между Францией и Сардинией было заключено демаркационное соглашение? В какой период обсуждалась государственная принадлежность Монблана? С какого времени Монблан находился на территории Савойи?,"статусе, находился, французской",году,74,517,391
5573,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,60905.95,49,был ли определенный тактический рисунок у команды сборной Германии по футболу? был ли у сборной Германии по футболу с 1908 по 1926 год официально назначенный тренер? на кого были возложены тренерские функции в период 1908 по 1926 год у сборной Германии по футболу? в какой период у сборной Германии по футболу не было официально назначенного тренера?,"определенный, тактический, рисунок",году,818,584,303
5574,Male,Electrician Specialist,DOA Department of Aviation,54210.3,45,О чем Ромео и Джульетта Шекспира? Что такое Сон в летнюю ночь ? Когда произошёл переход Шекспира от насмешливых и фарсовых по своему стилю комедий к романтическим произведениям? Что сделал Шекспир после лирического Ричарда II ? Что содержится в комедии Шекспира Венецианский купец ?,"летнюю, ночь, произошёл","шекспира, году",516,181,646
5575,Female,"Office Support Assistant, Sr (D)",DPW Department of Public Works,38545.24,57,Как Лев Толстой отнёсся к предъвленным ему обвинениям в определении синода? Что подтвердил Лев Толстой в Ответе синоду ? Что признаёт Толстой в тексте Ответа синоду ? Как Лев Толстой описал постановление синода? От какой церкви отрёкся Лев Толстой?,"отнёсся, предъвленным, обвинениям","объектами, является, являются",548,346,128
5576,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39919.57,27,"Кто министр финансов Кипра? Текст какого указа сообщал о реорганизации банковских счетов двух крупнейших банков страны с двумя разными формулами реструктуризации их счетов? На сколько процентов от суммы вклада не будут начисляться проценты? О чем сообщал текст указа Центрального банка Кипра 30 марта 2013 года? Какой банк согласно указу Центрального банка Кипра планирует выпустить акции, на которые будут обменяны 37,5 % суммы счетов, превышающих 100 тысяч евро? Сколько потеряют крупные вкладчики банка? Когда греческие СМИ опубликовали текст указа Центрального банка Кипра о реорганизации банковских счетов двух крупнейших банков страны с двумя разными формулами реструктуризации их счетов? Какие СМИ опубликовали текст указа Центрального банка Кипра о реорганизации банковских счетов двух крупнейших банков страны с двумя разными формулами реструктуризации их счетов?","министр, финансов, текст",году,268,520,89
5577,Female,Pretrial Traffic Intervention Support Specialist,JDA Municipal Court Operations,35862.85,41,"Какие есть два сектора, где полномочия были разделены между двумя ступенями правительства? Какой структуре выделена ответственность за оборону и внешнюю политику? За кем закреплены сектора, которые не были специально оговорены? За кем оставлены полномочия взимать прямые налоги в рамках территории провинций? Какие резервации в зоне ответственности федерального парламента?","сектора, полномочия, разделены",году,328,640,304
5578,Male,Facilities Maintenance Mechanic (D),DWM Department of Watershed Management,36406.22,62,Кто появился в зале во время сеанса? От кого утром 9 ноября на грасскую виллу пришла телеграмма? Кто первым узнал о присуждении Бунину премии за 1933 год? О чем был задан вопрос в телеграмме? Куда Бунин и Галина Кузнецова отправились днем 9 ноября?,"появился, зале, время",не определены,537,386,398
5579,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,53082.45,36,Как пел Макаревич? Какой нужен сейчас иной музыкальный язык? Чей опыт незаменим для начинающих рок-музыкантов?,"пел, нужен, иной",не определены,252,597,487
5580,Female,"Project Manager, Sr",PCD Planning & Community Development,67500.01,38,Как называтся защитные клетки организма? На что направлен специфический иммунный ответ?,"называтся, защитные, клетки",не определены,842,646,292
5581,Male,"Watershed Inspector, Sr",DWM Department of Watershed Management,48909.1,45,"Чем соединены между собой микровилли? Какими, в отличие от пинакоцитов, могут быть хоаноциты? Сколько мкм хоаноциты? От чего отходит жгутик хоаноцита?","соединены, отличие, пинакоцитов",не определены,284,936,149
5582,Male,Equipment Operator II (D),DPW Department of Public Works,32034.31,39,В какой период поставили плотину на реке Окер? Какова функция плотины на реке Окер? Какая река в городе Брауншвейг? Какую часть города занимает река Окер в Брауншвейге? Где располагается Брауншвейг?,"период, поставили, плотину",не определены,399,802,579
5583,Female,"City Attorney, Deputy",LAW Law Department,128560.02,44,За что провайдер взимает комиссию? С чего провайдер взимает комиссию? Что выгоднее подключить если обороты по картам небольшие? Что могут подключать компании с большим оборотом для минимизации размера комиссии? Для минимизации чего компании с большим оборотом могут напрямую подключать Интернет-эквайринг?,"провайдер, взимает, комиссию",году,168,874,378
5584,Female,"Administrative Assistant, Sr",DWM Department of Watershed Management,37756.58,40,"Кто такой Джон Мочли? Кто был одним из сотрудников Тьюринга? С помощью чего был реализован так называемый Краткий код ? какое название носила программа,которую изобрела Грейс Хоппер? Какие ЭВМ разработал Джон Мочли? Какие ЭВМ разработала компания Eckert–Mauchly Computer Corporation? какое задание дал Джон Мочли дал своим сотрудникам? Что поручил создать своим сотрудникам Джон Мочли? как зовут сотрудника Тьюринга? Руководителем и основателем какой компании стал Джон Мочли? Что изобрела Грейс Хоппер, работая с начала 1950-х годов над набором математических подпрограмм для UNIVAC I ? какой компанией Джон Мочли стал руководить? Кем позднее стал Джон Мочли, вместе с Джоном Преспером Экертом?","сотрудников, помощью, реализован",году,291,14,814
